Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
regulation of intracellular signal transduction (GO:1902531)	21/423	0.002318405743395397268502566845427281805314123630523681640625	0.03628753298916663483364430931032984517514705657958984375	0.0186616307208116831428679205373555305413901805877685546875	0.1894924725163422696283532786765135824680328369140625	-1.6778594077607418	10.179364148641525	TGFB1;HDAC1;MCF2;ARAF;INHBB;NOD1;VRK2;GMIP;BMP7;GNAI1;ARHGAP4;ARHGAP12;ARHGEF9;CHN1;TP53BP2;ARHGEF1;TEK;PAK3;RFFL;GBP1;TP53
vascular endothelial growth factor signaling pathway (GO:0038084)	2/8	0.0157450085343339186982891675370410666801035404205322265625	0.1006898627037652038662685072267777286469936370849609375	0.032089156843369916194408375531565980054438114166259765625	0.2159856398083681294775004744224133901298046112060546875	-2.4515873962566115	10.177107761817577	FOXC1;GAB1
positive regulation of interleukin-8 secretion (GO:2000484)	3/15	0.005616756488903596085393576942124127526767551898956298828125	0.0582116668738163756113834779171156696975231170654296875	0.014116269921147610311162878815594012849032878875732421875	0.16476611260541762504772123065777122974395751953125	-1.9568686149941008	10.140494961046603	HYAL2;LGALS9;TLR2
positive regulation of apoptotic cell clearance (GO:2000427)	2/8	0.0157450085343339186982891675370410666801035404205322265625	0.1006898627037652038662685072267777286469936370849609375	0.032089156843369916194408375531565980054438114166259765625	0.2159856398083681294775004744224133901298046112060546875	-2.4417968418687312	10.13646490029629	C3;ABCA7
ventricular trabecula myocardium morphogenesis (GO:0003222)	2/9	0.0199123798828194746579622886883953469805419445037841796875	0.11559789386890895190873607134562917053699493408203125	0.038483336738751434957794828051191871054470539093017578125	0.2364930433424790034990792264579795300960540771484375	-2.5815965995027383	10.110600124980632	TGFBR1;ENG
regulation of blood vessel remodeling (GO:0060312)	2/7	0.012005597043367975673699987737563787959516048431396484375	0.08765942377283884867633645399109809659421443939208984375	0.0261640460068793441472667637981430743820965290069580078125	0.2053261560595268375717381559297791682183742523193359375	-2.2827920495287013	10.09537919471595	CST3;TGFB1
negative regulation of protein localization to membrane (GO:1905476)	4/25	0.00319418494996333464375215527297768858261406421661376953125	0.043297253412660892391006228763217222876846790313720703125	0.009180715300146240209766546058745007030665874481201171875	0.1376135790757370414016946824631304480135440826416015625	-1.7537743325720314	10.077929732231539	TGFB1;PPP2R5A;GBP1;PICALM
B cell homeostasis (GO:0001782)	3/10	0.00162543491500666205558378596407465010997839272022247314453125	0.0299509552401458108150666959090813179500401020050048828125	0.005505090071227362359673751512900707894004881381988525390625	0.1155253346058305041754721287361462600529193878173828125	-1.5655769071953782	10.054103365732892	MEF2C;TNFAIP3;NCKAP1L
regulation of extracellular matrix disassembly (GO:0010715)	3/15	0.005616756488903596085393576942124127526767551898956298828125	0.0582116668738163756113834779171156696975231170654296875	0.014116269921147610311162878815594012849032878875732421875	0.16476611260541762504772123065777122974395751953125	-1.9377701238628602	10.041526562455099	CST3;TGFB1;LRP1
Notch signaling pathway (GO:0007219)	6/56	0.002644106772276035889623901908862535492517054080963134765625	0.039633621618296345501253341581104905344545841217041015625	0.0087861204507893135573493026413416373543441295623779296875	0.1352247624060286812497366781826713122427463531494140625	-1.6908613931489889	10.035975869491516	NOTCH3;NCSTN;MYC;ADAM10;PSEN1;NLE1
regulation of protein oligomerization (GO:0032459)	4/24	0.0027363997374173858710688644890751675120554864406585693359375	0.04026699409080268521332612863261601887643337249755859375	0.00809529813777280782272072201521950773894786834716796875	0.1337816215367770567024052752458374015986919403076171875	-1.6948245456317144	10.001349781116051	TMC8;APOE;SORL1;TP53
regulation of stem cell proliferation (GO:0072091)	3/17	0.0080896764406543607284216790276332176290452480316162109375	0.074409264144070785818030344671569764614105224609375	0.018901137640742075862743121206221985630691051483154296875	0.1898827054475968056923562699012109078466892242431640625	-2.061894977178817	9.932491500660618	PTPRC;ACE;FBLN1
positive regulation of interferon-beta production (GO:0032728)	4/27	0.004260782920473654179771560990275247604586184024810791015625	0.050931637188615451472539774613323970697820186614990234375	0.0116258768648784087396119701907082344405353069305419921875	0.1499700390554235818196815444025560282170772552490234375	-1.8171882270012774	9.91876277244716	IFIH1;IRF7;IRF5;TLR2
negative regulation of vasculature development (GO:1901343)	2/7	0.012005597043367975673699987737563787959516048431396484375	0.08765942377283884867633645399109809659421443939208984375	0.0261640460068793441472667637981430743820965290069580078125	0.2053261560595268375717381559297791682183742523193359375	-2.2295610010611826	9.859971147223034	FOXC1;BMP7
inflammatory response (GO:0006954)	15/253	0.00181095623164724724152296886359181371517479419708251953125	0.03147508591568497215984478998507256619632244110107421875	0.01126289412017513098807075522245213505811989307403564453125	0.149101771226430590555622757165110670030117034912109375	-1.5578873984169859	9.836345663049897	PXK;TGFB1;SYK;ITGB2;IL18;NOD1;AOAH;TNFRSF1B;ITGAL;THBS1;NFKB2;BLNK;LTBR;LGALS9;FOLR2
positive regulation of cytoskeleton organization (GO:0051495)	7/78	0.00331407349118088660755443441985335084609687328338623046875	0.044708429526264061026896712292000302113592624664306640625	0.01137107680823201162623181659228066564537584781646728515625	0.1498337702219595113373173944637528620660305023193359375	-1.7220177826622274	9.83199344275884	VASP;HCK;PLEK;NCKAP1L;PROX1;TEK;PFN1
regulation of receptor-mediated endocytosis (GO:0048259)	5/37	0.0021367796994238561804346776540342034422792494297027587890625	0.03510924035732694570288714430716936476528644561767578125	0.006915514309718480238931004322466833400540053844451904296875	0.1263977550931126014877037277983617968857288360595703125	-1.5987760750652171	9.83000338680238	HIP1;APOC1;CLU;SNAP91;PICALM
regulation of NF-kappaB import into nucleus (GO:0042345)	4/27	0.004260782920473654179771560990275247604586184024810791015625	0.050931637188615451472539774613323970697820186614990234375	0.0116258768648784087396119701907082344405353069305419921875	0.1499700390554235818196815444025560282170772552490234375	-1.799256238031573	9.820884554887856	APP;LGALS9;BMP7;TLR2
cell morphogenesis (GO:0000902)	6/60	0.0037507346521047477301558092932509680395014584064483642578125	0.046389200187008643172514865682387608103454113006591796875	0.01180043053676480165059547999817368690855801105499267578125	0.1499700390554235818196815444025560282170772552490234375	-1.7578131439063454	9.81879890115482	CAP1;CYFIP1;CDH1;NCKAP1L;CLU;FRYL
heterotypic cell-cell adhesion (GO:0034113)	4/26	0.003701504095971071793547135797552982694469392299652099609375	0.046389200187008643172514865682387608103454113006591796875	0.01035668474410947510755409695093476329930126667022705078125	0.142429552815835636092600680058239959180355072021484375	-1.7535108279494813	9.817935233610488	ITGB2;ITGAX;PKP2;DSC2
basement membrane organization (GO:0071711)	2/9	0.0199123798828194746579622886883953469805419445037841796875	0.11559789386890895190873607134562917053699493408203125	0.038483336738751434957794828051191871054470539093017578125	0.2364930433424790034990792264579795300960540771484375	-2.5021882709201986	9.79960426410687	NID1;CTSS
cellular response to superoxide (GO:0071451)	2/10	0.024484116125077760861561415595133439637720584869384765625	0.130137900529728511855864780955016613006591796875	0.045314702700106949950775714341943967156112194061279296875	0.254921429748487415878344108932651579380035400390625	-2.6372074746876635	9.78332951294284	SOD2;SOD3
myelin assembly (GO:0032288)	2/10	0.024484116125077760861561415595133439637720584869384765625	0.130137900529728511855864780955016613006591796875	0.045314702700106949950775714341943967156112194061279296875	0.254921429748487415878344108932651579380035400390625	-2.6287041142787335	9.751784335839274	CD9;DICER1
positive regulation of clathrin-dependent endocytosis (GO:2000370)	2/7	0.012005597043367975673699987737563787959516048431396484375	0.08765942377283884867633645399109809659421443939208984375	0.0261640460068793441472667637981430743820965290069580078125	0.2053261560595268375717381559297791682183742523193359375	-2.2002864200269054	9.730507757700328	WASL;PICALM
cardiac muscle cell differentiation (GO:0055007)	3/16	0.0067862669084984110490221809186550672166049480438232421875	0.0660669902122886509854282621745369397103786468505859375	0.016410543135907111611526687511286581866443157196044921875	0.1721891433482401756460689057348645292222499847412109375	-1.9488105671519267	9.730127183385468	ACVR1;MEF2C;PROX1
membrane fusion involved in viral entry into host cell (GO:0039663)	2/8	0.0157450085343339186982891675370410666801035404205322265625	0.1006898627037652038662685072267777286469936370849609375	0.032089156843369916194408375531565980054438114166259765625	0.2159856398083681294775004744224133901298046112060546875	-2.340212077625069	9.714762988202445	CD4;HYAL2
positive regulation of peptidyl-threonine phosphorylation (GO:0010800)	4/26	0.003701504095971071793547135797552982694469392299652099609375	0.046389200187008643172514865682387608103454113006591796875	0.01035668474410947510755409695093476329930126667022705078125	0.142429552815835636092600680058239959180355072021484375	-1.7307449380052808	9.690468650886823	APP;CEMIP;TGFB1;BMP7
positive regulation of response to external stimulus (GO:0032103)	9/91	0.000446065323741645408835154729132455031503923237323760986328125	0.015796288277001017952283490330955828540027141571044921875	0.002395229260299821215374205252146566635929048061370849609375	0.08211042746526549251928628336827387101948261260986328125	-1.255019789444583	9.682534340813914	TGFB1;HYAL2;LY86;IL18;MGST2;DDX60;THBS1;SCARF1;TLR2
substrate-dependent cell migration (GO:0006929)	3/16	0.0067862669084984110490221809186550672166049480438232421875	0.0660669902122886509854282621745369397103786468505859375	0.016410543135907111611526687511286581866443157196044921875	0.1721891433482401756460689057348645292222499847412109375	-1.9343939668795185	9.65814719899552	P2RY12;PTPRC;CD2AP
renal system development (GO:0072001)	7/60	0.000710749323478026260626772003803353072726167738437652587890625	0.0201355283341324853285669860269990749657154083251953125	0.0031108112231231382395491014136723606497980654239654541015625	0.090311336017963650402151642992976121604442596435546875	-1.330688710340605	9.646416302474014	FOXC1;ACE;ITGB4;HYAL2;ITGA6;PROX1;TGFBR1
positive regulation of cell proliferation (GO:0008284)	22/425	0.00108816572077936705997824873293211567215621471405029296875	0.0255797057857650757262124585622586891986429691314697265625	0.01071067144540093114823964270954093080945312976837158203125	0.14588140483086942111867756466381251811981201171875	-1.41295513035077	9.640962801720082	NTRK2;CD74;MEF2C;TGFB1;HDAC1;IL18;ADAM10;PROX1;TCIRG1;THBS1;TGFBR1;PGF;TBX2;HCK;PTPRC;MYC;NAMPT;HMOX1;CTSH;PTPN6;FOLR2;HBEGF
cellular response to growth factor stimulus (GO:0071363)	11/140	0.00078584778661501693795832235167608814663253724575042724609375	0.020464203349608724169517159907627501524984836578369140625	0.004404687214853806632997024195219637476839125156402587890625	0.10509118149354017279772932624837267212569713592529296875	-1.346875945837294	9.628475969794986	ACVR1;NTRK2;MEF2C;FOXC1;TGFB1;HYAL2;MT1G;BMP7;CD44;TGFBR1;LIMS1
substrate-dependent cell migration, cell extension (GO:0006930)	2/8	0.0157450085343339186982891675370410666801035404205322265625	0.1006898627037652038662685072267777286469936370849609375	0.032089156843369916194408375531565980054438114166259765625	0.2159856398083681294775004744224133901298046112060546875	-2.316036288999794	9.614403683679166	P2RY12;CD2AP
regulation of GTPase activity (GO:0043087)	14/189	0.000293280848908469382423092053358004704932682216167449951171875	0.0113817074651738868451555930505492142401635646820068359375	0.0023353945902412388824220812466592178680002689361572265625	0.08211042746526549251928628336827387101948261260986328125	-1.1790537951922353	9.59087146827666	NTRK2;DOCK8;ARHGAP27;RASGRP2;GMIP;TBC1D2;RGS1;CHN1;RGS10;SH3BP4;ITGA6;CPEB2;PICALM;LIMS1
lipopolysaccharide-mediated signaling pathway (GO:0031663)	3/17	0.0080896764406543607284216790276332176290452480316162109375	0.074409264144070785818030344671569764614105224609375	0.018901137640742075862743121206221985630691051483154296875	0.1898827054475968056923562699012109078466892242431640625	-1.9887170643887118	9.579981307431328	HCK;TGFB1;IL18
regulation of viral entry into host cell (GO:0046596)	4/27	0.004260782920473654179771560990275247604586184024810791015625	0.050931637188615451472539774613323970697820186614990234375	0.0116258768648784087396119701907082344405353069305419921875	0.1499700390554235818196815444025560282170772552490234375	-1.7523785859299554	9.565012156191688	CD74;CD4;LGALS9;TRIM38
glycogen catabolic process (GO:0005980)	4/19	0.00110156163284974898362855721956066190614365041255950927734375	0.0255797057857650757262124585622586891986429691314697265625	0.003921271069557512138625821052073661121539771556854248046875	0.1009905540005130164527002989416359923779964447021484375	-1.4034934244474409	9.559230821890472	PHKA1;PYGL;GYG2;PGM1
positive regulation of monocyte differentiation (GO:0045657)	2/9	0.0199123798828194746579622886883953469805419445037841796875	0.11559789386890895190873607134562917053699493408203125	0.038483336738751434957794828051191871054470539093017578125	0.2364930433424790034990792264579795300960540771484375	-2.4347831175718895	9.535617802395919	CD74;CD4
leukocyte cell-cell adhesion (GO:0007159)	4/28	0.004874378127244167850651290763153156149201095104217529296875	0.055016387388377406553185977600151090882718563079833984375	0.012990786832366880976241674261473235674202442169189453125	0.158633185759031791750572892851778306066989898681640625	-1.7906610313004456	9.533054489709011	NT5E;SYK;ITGB2;ITGAL
